time,X,Y,actual_cytokine_concentration,predicted_cytokine_concentration
42.0,40.0,16.0,2.5123902e-06,0.096150026
42.0,27.0,11.0,6.2087815e-06,0.096890196
42.0,31.0,32.0,4.8940365e-06,0.08660452
42.0,23.0,14.0,5.0782896e-06,0.098785624
42.0,26.0,36.0,5.1609886e-06,0.08406936
42.0,45.0,23.0,2.6512764e-08,0.086156175
42.0,21.0,34.0,2.6046641e-06,0.099522516
42.0,30.0,37.0,3.7487805e-06,0.08011697
42.0,32.0,24.0,3.476988e-06,0.09650044
42.0,22.0,25.0,2.2041856e-06,0.09655081
42.0,0.0,35.0,0.0,0.105790064
42.0,14.0,38.0,5.049126e-06,0.10140906
42.0,45.0,18.0,3.9936506e-08,0.09862737
42.0,45.0,44.0,1.5969941e-09,0.06452082
42.0,32.0,21.0,5.000426e-06,0.09606592
42.0,47.0,2.0,0.0,0.09608583
42.0,23.0,17.0,4.036398e-06,0.09767781
42.0,16.0,26.0,4.0197665e-06,0.09996866
42.0,33.0,20.0,6.492337e-06,0.09605925
42.0,19.0,28.0,5.7606185e-06,0.09722935
42.0,25.0,23.0,3.6412696e-06,0.09617244
42.0,44.0,38.0,1.1498398e-07,0.08697437
42.0,31.0,44.0,1.7481294e-07,0.08030717
42.0,30.0,11.0,4.689794e-06,0.09616028
42.0,18.0,31.0,1.1862461e-06,0.09719019
42.0,29.0,15.0,2.050932e-06,0.09610115
42.0,39.0,26.0,4.896686e-06,0.09051292
42.0,45.0,22.0,1.1791356e-08,0.09109752
42.0,47.0,1.0,0.0,0.096076116
42.0,18.0,37.0,3.1361426e-06,0.10156618
42.0,15.0,4.0,3.5555598e-08,0.10367899
42.0,38.0,13.0,2.662021e-06,0.09603934
42.0,26.0,14.0,5.1544666e-06,0.096772715
42.0,34.0,29.0,2.7848519e-06,0.09201066
42.0,17.0,37.0,4.4355106e-06,0.10118191
42.0,28.0,12.0,7.0706637e-06,0.09642516
42.0,25.0,32.0,2.0515722e-06,0.10017727
42.0,22.0,19.0,4.356602e-06,0.09777008
42.0,19.0,47.0,6.7674956e-11,0.08015375
42.0,5.0,13.0,3.4431872e-07,0.10861044
42.0,5.0,34.0,2.6267958e-07,0.09131168
42.0,0.0,10.0,0.0,0.117565915
42.0,47.0,21.0,0.0,0.08948402
42.0,14.0,42.0,1.7821664e-06,0.0952671
42.0,43.0,21.0,6.0162245e-07,0.100457
42.0,25.0,3.0,2.4732962e-09,0.10144721
42.0,15.0,45.0,5.7742944e-09,0.082219526
42.0,1.0,35.0,0.0,0.10424088
42.0,35.0,3.0,9.16174e-10,0.09602438
42.0,32.0,6.0,1.9910383e-06,0.09616892
42.0,48.0,36.0,0.0,0.08091621
42.0,34.0,43.0,3.5073748e-07,0.08104192
42.0,21.0,0.0,0.0,0.08813755
42.0,6.0,2.0,0.0,0.12486862
42.0,2.0,4.0,0.0,0.12113725
42.0,46.0,42.0,2.9416298e-09,0.06612359
42.0,48.0,35.0,0.0,0.083627924
42.0,36.0,3.0,1.4056849e-10,0.09598903
42.0,48.0,16.0,0.0,0.09852372
42.0,26.0,3.0,2.1189779e-09,0.100864455
42.0,20.0,3.0,1.7916446e-09,0.08658849
42.0,41.0,2.0,3.267939e-10,0.09598778
42.0,15.0,48.0,0.0,0.08078639
42.0,1.0,46.0,0.0,0.0921794
42.0,23.0,24.0,3.2057696e-06,0.09641038
42.0,18.0,38.0,4.0710556e-06,0.10034244
42.0,35.0,9.0,7.288433e-06,0.095982835
42.0,30.0,3.0,4.0414267e-09,0.09710263
42.0,22.0,26.0,2.4386698e-06,0.09645431
42.0,27.0,25.0,4.0435075e-06,0.096110746
42.0,30.0,33.0,6.1846094e-06,0.08524875
42.0,8.0,3.0,7.3941225e-10,0.12002449
42.0,35.0,32.0,3.6213598e-06,0.08084069
42.0,10.0,20.0,1.9550268e-06,0.0969343
42.0,0.0,30.0,0.0,0.10759173
42.0,30.0,23.0,4.175554e-06,0.09609459
42.0,2.0,7.0,0.0,0.12275331
42.0,23.0,38.0,7.6245924e-06,0.08406101
42.0,39.0,24.0,5.31335e-06,0.10003011
42.0,38.0,32.0,9.109409e-06,0.0801373
42.0,31.0,22.0,4.865403e-06,0.09607689
42.0,35.0,47.0,0.0,0.08508848
42.0,12.0,45.0,1.0291569e-08,0.08839826
42.0,21.0,22.0,7.747852e-06,0.09756087
42.0,37.0,48.0,1.01940505e-11,0.090498075
42.0,24.0,2.0,0.0,0.09908472
42.0,14.0,26.0,8.790398e-06,0.096315786
42.0,11.0,30.0,1.2447072e-05,0.08651744
42.0,38.0,29.0,1.1462942e-05,0.08207916
42.0,11.0,38.0,1.1853785e-05,0.10125749
42.0,31.0,41.0,1.18283715e-05,0.07998304
42.0,17.0,26.0,9.354822e-06,0.09937905
42.0,9.0,7.0,8.742502e-06,0.10921006
42.0,13.0,42.0,7.431722e-06,0.10053758
42.0,10.0,19.0,9.356588e-06,0.09866558
42.0,40.0,9.0,1.0987762e-05,0.09603356
42.0,19.0,10.0,8.040747e-06,0.087837264
42.0,19.0,21.0,1.2948697e-05,0.09962176
42.0,31.0,40.0,1.3338928e-05,0.079935715
42.0,11.0,28.0,1.381086e-05,0.08138971
42.0,18.0,8.0,8.187735e-06,0.085263476
42.0,13.0,24.0,9.689557e-06,0.08402847
42.0,12.0,22.0,7.5251814e-06,0.08282839
42.0,28.0,24.0,1.0685452e-05,0.09608166
42.0,18.0,14.0,1.07064625e-05,0.09170978
42.0,7.0,8.0,9.289866e-06,0.1100245
42.0,17.0,12.0,9.574813e-06,0.08342247
42.0,8.0,10.0,9.92377e-06,0.10825233
42.0,29.0,13.0,1.1052355e-05,0.096180126
42.0,9.0,37.0,1.1486997e-05,0.093204424
42.0,39.0,36.0,1.2894554e-05,0.08082311
42.0,37.0,9.0,1.10547035e-05,0.09599231
42.0,26.0,35.0,1.0218193e-05,0.087870285
42.0,25.0,34.0,8.255258e-06,0.09704904
42.0,29.0,22.0,9.902528e-06,0.096035466
42.0,12.0,10.0,1.1561347e-05,0.104056045
42.0,27.0,8.0,1.093216e-05,0.09761445
42.0,31.0,16.0,1.1340929e-05,0.09600638
42.0,16.0,24.0,9.809238e-06,0.099789724
42.0,23.0,39.0,1.2091992e-05,0.08199398
42.0,13.0,26.0,1.1335692e-05,0.08979915
42.0,27.0,7.0,9.360785e-06,0.09794228
42.0,38.0,9.0,1.0961842e-05,0.09600322
42.0,10.0,17.0,1.1225268e-05,0.10151826
42.0,13.0,16.0,1.0595111e-05,0.09113054
42.0,10.0,37.0,1.337824e-05,0.09836291
42.0,37.0,21.0,9.284159e-06,0.09664033
42.0,17.0,42.0,8.9578325e-06,0.08456896
42.0,36.0,16.0,1.19786455e-05,0.09604029
42.0,18.0,40.0,8.37886e-06,0.089695916
42.0,21.0,11.0,8.501351e-06,0.100237
42.0,33.0,24.0,9.344361e-06,0.096798465
42.0,22.0,16.0,9.75047e-06,0.09889899
42.0,22.0,18.0,1.0948792e-05,0.098105595
42.0,30.0,12.0,1.1406098e-05,0.09611891
42.0,22.0,41.0,1.0659424e-05,0.08077656
42.0,19.0,42.0,7.859279e-06,0.08179729
42.0,27.0,14.0,1.0132734e-05,0.09646128
42.0,23.0,21.0,1.0020939e-05,0.09677087
42.0,33.0,21.0,1.1255731e-05,0.09610723
42.0,15.0,15.0,9.78118e-06,0.08402805
42.0,20.0,38.0,1.152657e-05,0.09326582
42.0,39.0,33.0,1.1703517e-05,0.08020066
42.0,9.0,33.0,9.0980075e-06,0.08077614
42.0,13.0,28.0,1.1108479e-05,0.09522544
42.0,21.0,15.0,8.947113e-06,0.10028587
42.0,19.0,32.0,8.284729e-06,0.09694789
42.0,42.0,30.0,9.230886e-06,0.08039622
42.0,28.0,33.0,1.2848024e-05,0.09154664
42.0,41.0,16.0,1.01202795e-05,0.096199855
42.0,34.0,7.0,9.753212e-06,0.096005246
42.0,32.0,7.0,9.803011e-06,0.09612326
42.0,31.0,12.0,1.192716e-05,0.09604989
42.0,27.0,26.0,9.542937e-06,0.09620403
42.0,21.0,8.0,1.0842819e-05,0.095877394
42.0,19.0,23.0,1.0256574e-05,0.09880303
42.0,36.0,40.0,1.0296746e-05,0.08088319
42.0,18.0,28.0,8.810454e-06,0.09783803
42.0,31.0,14.0,8.9925825e-06,0.09601979
42.0,9.0,8.0,9.395209e-06,0.10854338
42.0,30.0,41.0,1.31548395e-05,0.07993029
42.0,9.0,11.0,8.474416e-06,0.10727166
42.0,14.0,27.0,1.1026435e-05,0.0979269
42.0,15.0,38.0,1.18193075e-05,0.1018226
42.0,24.0,20.0,8.8205325e-06,0.096581504
42.0,36.0,39.0,1.2241135e-05,0.080586
42.0,33.0,30.0,9.89017e-06,0.09002446
42.0,7.0,19.0,1.038339e-05,0.10572468
42.0,30.0,28.0,1.2831294e-05,0.09896605
42.0,24.0,32.0,8.228905e-06,0.09921692
42.0,10.0,32.0,8.851326e-06,0.084870026
42.0,37.0,35.0,1.4336285e-05,0.08011483
42.0,19.0,29.0,8.641038e-06,0.097042665
42.0,39.0,25.0,1.017481e-05,0.09627889
42.0,33.0,11.0,9.757472e-06,0.09599726
42.0,7.0,22.0,9.466007e-06,0.10354309
42.0,36.0,8.0,1.09688835e-05,0.09598057
42.0,22.0,29.0,1.14743825e-05,0.09638457
42.0,25.0,18.0,1.14815375e-05,0.09653954
42.0,36.0,18.0,9.948149e-06,0.096083626
42.0,27.0,13.0,1.2075022e-05,0.096578464
42.0,16.0,29.0,7.895643e-06,0.09909211
42.0,28.0,26.0,1.108879e-05,0.09631418
42.0,32.0,42.0,8.255745e-06,0.08019368
42.0,20.0,19.0,1.1434373e-05,0.09954099
42.0,18.0,18.0,1.3582083e-05,0.099444374
42.0,22.0,13.0,1.3795107e-05,0.100237235
42.0,20.0,25.0,9.323378e-06,0.09737711
42.0,20.0,22.0,1.255612e-05,0.09831117
42.0,42.0,15.0,9.544077e-06,0.09618686
42.0,7.0,27.0,7.384036e-06,0.09664385
42.0,29.0,41.0,9.773969e-06,0.07991032
42.0,25.0,21.0,9.646407e-06,0.096272275
42.0,21.0,28.0,1.1821064e-05,0.09652071
42.0,20.0,16.0,8.986012e-06,0.10054843
42.0,36.0,9.0,1.1749463e-05,0.09598462
42.0,32.0,40.0,1.0477689e-05,0.07999538
42.0,11.0,9.0,9.768075e-06,0.1063032
42.0,16.0,12.0,1.0700758e-05,0.08553599
42.0,19.0,18.0,1.3934677e-05,0.10044859
42.0,7.0,42.0,9.00157e-06,0.10176848
42.0,33.0,35.0,1.2725619e-05,0.08010517
42.0,7.0,14.0,8.799356e-06,0.10762064
42.0,37.0,41.0,1.0980847e-05,0.08193295
42.0,42.0,31.0,9.144241e-06,0.080531284
42.0,15.0,26.0,1.0711794e-05,0.09942357
42.0,7.0,32.0,9.073686e-06,0.08487527
42.0,38.0,39.0,1.2457805e-05,0.08153157
42.0,41.0,32.0,9.258208e-06,0.08045821
42.0,33.0,13.0,9.563759e-06,0.09599297
42.0,28.0,29.0,1.4315502e-05,0.09851353
42.0,32.0,12.0,1.0168838e-05,0.0960118
42.0,26.0,17.0,1.2073567e-05,0.09639762
42.0,42.0,11.0,9.206199e-06,0.09608857
42.0,32.0,38.0,9.301569e-06,0.07992433
42.0,39.0,11.0,1.1296277e-05,0.09603594
42.0,33.0,22.0,9.782329e-06,0.096202835
42.0,35.0,38.0,1.1299656e-05,0.08015935
42.0,34.0,20.0,1.00051275e-05,0.09609525
42.0,31.0,17.0,1.0962523e-05,0.09600465
42.0,35.0,8.0,1.1882291e-05,0.095982656
42.0,13.0,11.0,1.0320343e-05,0.10040055
42.0,27.0,36.0,1.110947e-05,0.08250676
42.0,38.0,23.0,9.907987e-06,0.09929989
42.0,31.0,29.0,1.1078414e-05,0.10036771
42.0,35.0,10.0,9.338707e-06,0.0959848
42.0,11.0,41.0,7.772472e-06,0.10806386
42.0,42.0,20.0,1.04973815e-05,0.09870289
42.0,35.0,33.0,9.4459665e-06,0.08029567
42.0,34.0,41.0,8.957038e-06,0.08045797
42.0,15.0,22.0,9.7540915e-06,0.092847094
42.0,38.0,36.0,1.3516815e-05,0.080475315
42.0,42.0,41.0,8.660868e-06,0.08809738
42.0,16.0,33.0,1.0584078e-05,0.09796171
42.0,14.0,21.0,8.4066e-06,0.08326654
42.0,20.0,39.0,1.0965954e-05,0.087834165
42.0,8.0,32.0,1.0074431e-05,0.08004801
42.0,10.0,15.0,1.0853137e-05,0.10364805
42.0,24.0,12.0,1.2856973e-05,0.098669276
42.0,23.0,36.0,1.092733e-05,0.093231544
42.0,20.0,13.0,9.753926e-06,0.09971027
42.0,21.0,36.0,1.103541e-05,0.09982596
42.0,35.0,27.0,1.1922307e-05,0.09899251
42.0,7.0,9.0,1.0548362e-05,0.109261736
42.0,21.0,21.0,1.3282078e-05,0.09786372
42.0,11.0,29.0,1.1990512e-05,0.08358483
42.0,29.0,29.0,1.2056681e-05,0.09952329
42.0,29.0,28.0,1.4199599e-05,0.09802787
42.0,16.0,7.0,1.0272405e-05,0.09579985
42.0,27.0,21.0,9.600406e-06,0.0960785
42.0,25.0,8.0,1.0390399e-05,0.09947042
42.0,17.0,30.0,7.863371e-06,0.09795712
42.0,37.0,37.0,1.0864039e-05,0.08041529
42.0,28.0,36.0,9.679872e-06,0.08148746
42.0,21.0,31.0,1.0037826e-05,0.0967025
42.0,41.0,38.0,9.310911e-06,0.08347373
42.0,33.0,34.0,1.1400738e-05,0.08042298
42.0,8.0,30.0,9.5471905e-06,0.084322795
42.0,14.0,33.0,1.2276655e-05,0.09935157
42.0,33.0,9.0,9.744181e-06,0.09601353
42.0,16.0,36.0,1.1535289e-05,0.099049374
42.0,31.0,28.0,1.1335296e-05,0.09996162
42.0,42.0,25.0,7.6794395e-06,0.08589862
42.0,27.0,33.0,1.2340087e-05,0.09536557
42.0,40.0,35.0,1.1392676e-05,0.08091508
42.0,38.0,10.0,1.1301204e-05,0.0960118
42.0,40.0,24.0,9.803587e-06,0.09797852
42.0,34.0,24.0,9.226453e-06,0.09725593
42.0,25.0,7.0,9.275059e-06,0.09996991
42.0,41.0,12.0,9.615805e-06,0.0960816
42.0,38.0,33.0,1.426224e-05,0.08009617
42.0,42.0,10.0,9.345319e-06,0.09607743
42.0,8.0,20.0,1.0398091e-05,0.103261515
42.0,32.0,34.0,1.2663531e-05,0.08082758
42.0,17.0,33.0,1.0496245e-05,0.09750037
42.0,22.0,36.0,1.2184543e-05,0.09699987
42.0,37.0,17.0,1.0303333e-05,0.09608297
42.0,34.0,16.0,1.0044821e-05,0.09601043
42.0,23.0,13.0,1.34730235e-05,0.099231884
42.0,33.0,8.0,1.1200281e-05,0.096028015
42.0,19.0,14.0,9.73915e-06,0.097663805
42.0,26.0,38.0,1.075666e-05,0.080876455
42.0,27.0,24.0,1.098117e-05,0.096071884
42.0,38.0,34.0,1.4877611e-05,0.08015452
42.0,41.0,27.0,8.313697e-06,0.08219497
42.0,42.0,18.0,9.755545e-06,0.0967962
42.0,29.0,12.0,1.2062628e-05,0.096236214
42.0,9.0,24.0,9.170217e-06,0.093449935
42.0,28.0,13.0,1.1487964e-05,0.09633432
42.0,29.0,9.0,9.6155945e-06,0.09649484
42.0,22.0,31.0,1.3322729e-05,0.09686117
42.0,22.0,30.0,1.2795899e-05,0.09652053
42.0,26.0,19.0,1.01825235e-05,0.096246764
42.0,30.0,7.0,1.0535994e-05,0.096456155
42.0,28.0,17.0,9.7350185e-06,0.09611617
42.0,20.0,24.0,9.62818e-06,0.09764813
42.0,32.0,33.0,1.14873665e-05,0.08196275
42.0,17.0,17.0,1.152594e-05,0.09299712
42.0,15.0,10.0,1.1643899e-05,0.09432714
42.0,13.0,35.0,9.77158e-06,0.099676535
42.0,17.0,41.0,9.636486e-06,0.0882446
42.0,12.0,14.0,9.440653e-06,0.0993474
42.0,16.0,37.0,1.2796157e-05,0.10052352
42.0,36.0,38.0,1.1602261e-05,0.08036165
42.0,28.0,34.0,1.1743625e-05,0.08646314
42.0,22.0,14.0,1.0745507e-05,0.0997989
42.0,39.0,35.0,1.4376378e-05,0.08054118
42.0,12.0,35.0,1.0788356e-05,0.09982847
42.0,38.0,28.0,9.923151e-06,0.084458336
42.0,40.0,23.0,1.042033e-05,0.100443944
42.0,24.0,11.0,1.1265721e-05,0.09911452
42.0,39.0,12.0,1.05778245e-05,0.096046016
42.0,41.0,9.0,9.846066e-06,0.09604995
42.0,12.0,18.0,9.427759e-06,0.091693684
42.0,18.0,24.0,9.61842e-06,0.099301085
42.0,34.0,11.0,9.3789995e-06,0.09598766
42.0,33.0,28.0,1.0130612e-05,0.09986167
42.0,31.0,7.0,1.1090769e-05,0.096251115
42.0,33.0,14.0,9.669204e-06,0.09599386
42.0,41.0,13.0,1.01975975e-05,0.09609567
42.0,7.0,18.0,8.881216e-06,0.10623656
42.0,28.0,23.0,9.854529e-06,0.09605013
42.0,26.0,23.0,9.77367e-06,0.09609781
42.0,33.0,29.0,1.1707438e-05,0.09580056
42.0,24.0,23.0,9.122103e-06,0.096300766
42.0,15.0,20.0,9.193706e-06,0.087042496
42.0,10.0,36.0,1.04821875e-05,0.09646754
42.0,36.0,22.0,1.1947351e-05,0.096796796
42.0,22.0,21.0,1.1189697e-05,0.097223386
42.0,38.0,41.0,1.0214241e-05,0.08282338
42.0,40.0,26.0,8.795939e-06,0.08716504
42.0,16.0,9.0,1.0124544e-05,0.09173487
42.0,27.0,29.0,1.3930802e-05,0.0976768
42.0,9.0,31.0,1.0487265e-05,0.07912271
42.0,41.0,37.0,1.0849471e-05,0.082646355
42.0,24.0,13.0,1.2775127e-05,0.09826414
42.0,30.0,25.0,8.583087e-06,0.096392915
42.0,22.0,17.0,1.0666293e-05,0.09848301
42.0,13.0,10.0,1.3628959e-05,0.10170744
42.0,16.0,38.0,1.2467093e-05,0.10222642
42.0,14.0,32.0,1.1451432e-05,0.099575266
42.0,27.0,30.0,1.1699876e-05,0.09906207
42.0,21.0,41.0,1.0703779e-05,0.08130531
42.0,16.0,40.0,9.475077e-06,0.098083004
42.0,34.0,38.0,1.1175507e-05,0.08003031
42.0,32.0,15.0,1.0363123e-05,0.09599839
42.0,26.0,10.0,9.786247e-06,0.09770815
42.0,36.0,27.0,1.129654e-05,0.096037075
42.0,23.0,12.0,1.4220262e-05,0.0996993
42.0,38.0,31.0,1.1125167e-05,0.08034764
42.0,42.0,19.0,1.1694676e-05,0.09749167
42.0,9.0,41.0,9.048553e-06,0.10626577
42.0,22.0,35.0,9.752886e-06,0.10050045
42.0,42.0,36.0,9.498949e-06,0.08283226
42.0,34.0,27.0,1.0110359e-05,0.10039441
42.0,15.0,14.0,1.0846384e-05,0.08581047
42.0,40.0,10.0,1.13556725e-05,0.09604286
42.0,36.0,25.0,9.6109325e-06,0.100259766
42.0,15.0,18.0,9.031535e-06,0.08290772
42.0,15.0,25.0,1.0085282e-05,0.09861599
42.0,39.0,23.0,1.069316e-05,0.10020815
42.0,31.0,24.0,9.363231e-06,0.09631018
42.0,15.0,35.0,1.0109588e-05,0.098544106
42.0,29.0,27.0,1.2889462e-05,0.09703277
42.0,26.0,40.0,9.578781e-06,0.08011483
42.0,39.0,34.0,1.3217259e-05,0.08033483
42.0,30.0,15.0,8.495891e-06,0.09604274
42.0,24.0,39.0,9.681585e-06,0.08119039
42.0,18.0,21.0,1.153147e-05,0.10024862
42.0,23.0,7.0,9.506745e-06,0.101003334
42.0,14.0,39.0,9.45083e-06,0.103388354
42.0,23.0,25.0,8.005851e-06,0.096335515
42.0,14.0,37.0,1.0137749e-05,0.09997903
42.0,11.0,18.0,1.1034686e-05,0.09641664
42.0,33.0,32.0,8.838807e-06,0.08257489
42.0,13.0,32.0,1.2630132e-05,0.099608704
42.0,24.0,28.0,9.530478e-06,0.09628259
42.0,18.0,17.0,1.3723483e-05,0.09832923
42.0,26.0,24.0,1.03701095e-05,0.09609006
42.0,31.0,11.0,9.889644e-06,0.0960726
42.0,34.0,8.0,1.231008e-05,0.095996484
42.0,23.0,31.0,1.1534638e-05,0.097210035
42.0,14.0,13.0,1.1093961e-05,0.092776105
42.0,11.0,34.0,8.572053e-06,0.09710495
42.0,21.0,13.0,1.1485012e-05,0.10076158
42.0,15.0,7.0,9.513775e-06,0.09965454
42.0,23.0,30.0,1.1770763e-05,0.09664582
42.0,28.0,10.0,1.2047808e-05,0.09666954
42.0,37.0,15.0,1.1357918e-05,0.09604512
42.0,11.0,13.0,8.920084e-06,0.103382215
42.0,42.0,42.0,8.59989e-06,0.08889328
42.0,35.0,41.0,9.38275e-06,0.080793306
42.0,18.0,16.0,1.0554311e-05,0.09664194
42.0,11.0,27.0,1.1727598e-05,0.08027272
42.0,38.0,30.0,1.2206458e-05,0.08088951
42.0,19.0,27.0,8.867332e-06,0.0974624
42.0,32.0,19.0,1.1835503e-05,0.09601818
42.0,25.0,9.0,9.517367e-06,0.09899287
42.0,41.0,33.0,9.251768e-06,0.08068995
42.0,28.0,11.0,1.1466284e-05,0.09653531
42.0,11.0,25.0,1.0587964e-05,0.08133881
42.0,21.0,7.0,1.07305905e-05,0.09341304
42.0,17.0,19.0,1.2839408e-05,0.09746079
42.0,7.0,20.0,1.0694736e-05,0.10511647
42.0,29.0,32.0,1.1330952e-05,0.093576
42.0,39.0,37.0,1.0586092e-05,0.08119492
42.0,30.0,8.0,1.04241035e-05,0.09635775
42.0,26.0,21.0,1.0568465e-05,0.09615074
42.0,34.0,37.0,1.1461389e-05,0.079971835
42.0,20.0,21.0,1.3190564e-05,0.09869908
42.0,41.0,35.0,9.84623e-06,0.08143459
42.0,22.0,40.0,1.1500295e-05,0.08159606
42.0,33.0,36.0,1.287105e-05,0.079974815
42.0,31.0,36.0,1.1263504e-05,0.08018921
42.0,42.0,16.0,1.0487122e-05,0.09627126
42.0,27.0,34.0,1.2741599e-05,0.08961527
42.0,27.0,35.0,1.2431615e-05,0.08514874
42.0,39.0,10.0,1.2422715e-05,0.096026525
42.0,14.0,8.0,1.0209281e-05,0.10139297
42.0,17.0,20.0,1.17930485e-05,0.09883718
42.0,9.0,28.0,9.766544e-06,0.08383213
42.0,15.0,11.0,1.1322215e-05,0.09224479
42.0,39.0,42.0,8.20772e-06,0.08508758
42.0,34.0,18.0,1.03936345e-05,0.096034214
42.0,15.0,37.0,1.3701407e-05,0.10006879
42.0,35.0,17.0,1.1773209e-05,0.09603678
42.0,17.0,15.0,8.7543995e-06,0.0874071
42.0,21.0,20.0,1.0451358e-05,0.09820829
42.0,8.0,22.0,1.0388444e-05,0.10098754
42.0,14.0,9.0,1.2618569e-05,0.100021586
42.0,10.0,30.0,1.1703538e-05,0.080280766
42.0,21.0,42.0,9.246886e-06,0.08065973
42.0,39.0,39.0,1.1307074e-05,0.082280084
42.0,7.0,41.0,1.0101723e-05,0.09462361
42.0,30.0,40.0,1.1712178e-05,0.07991116
42.0,28.0,30.0,1.2595972e-05,0.10004811
42.0,28.0,20.0,9.57183e-06,0.09604977
42.0,29.0,33.0,1.1688671e-05,0.08802138
42.0,26.0,18.0,1.3428495e-05,0.09631471
42.0,30.0,32.0,1.0227239e-05,0.0898069
42.0,8.0,41.0,1.02940385e-05,0.10224484
42.0,14.0,14.0,1.1255199e-05,0.090586945
42.0,35.0,36.0,1.0388132e-05,0.07999252
42.0,26.0,15.0,9.241424e-06,0.09662305
42.0,7.0,13.0,1.0116276e-05,0.10787295
42.0,32.0,20.0,1.0346967e-05,0.09603493
42.0,19.0,22.0,1.2532058e-05,0.099212274
42.0,13.0,33.0,1.2449949e-05,0.09973405
42.0,16.0,19.0,1.06181205e-05,0.09151535
42.0,13.0,9.0,1.1970401e-05,0.10285281
42.0,27.0,39.0,1.0828466e-05,0.08015792
42.0,30.0,21.0,1.0663854e-05,0.09602599
42.0,34.0,21.0,1.097951e-05,0.09617023
42.0,17.0,10.0,8.551926e-06,0.085349604
42.0,37.0,34.0,1.3704045e-05,0.080053076
42.0,37.0,22.0,1.1006348e-05,0.097239
42.0,38.0,26.0,1.0950909e-05,0.09432201
42.0,27.0,32.0,1.0249649e-05,0.09971033
42.0,31.0,39.0,1.0705951e-05,0.07991551
42.0,19.0,38.0,1.0990226e-05,0.09721105
42.0,10.0,27.0,1.1306701e-05,0.08144061
42.0,12.0,33.0,1.0284622e-05,0.09883933
42.0,41.0,14.0,9.586558e-06,0.09611432
42.0,32.0,29.0,1.1362522e-05,0.09884648
42.0,27.0,42.0,8.772224e-06,0.079918966
42.0,35.0,14.0,9.483888e-06,0.0960056
42.0,9.0,30.0,1.1964692e-05,0.079988286
42.0,20.0,34.0,9.021784e-06,0.09863566
42.0,18.0,33.0,9.590204e-06,0.097268865
42.0,14.0,16.0,9.722257e-06,0.086162195
42.0,17.0,27.0,9.409142e-06,0.09899823
42.0,26.0,29.0,1.1344797e-05,0.097084865
42.0,17.0,18.0,1.2916316e-05,0.09549551
42.0,38.0,35.0,1.4994908e-05,0.080282375
42.0,30.0,22.0,1.09157e-05,0.09604792
42.0,40.0,30.0,8.5594165e-06,0.08033006
42.0,20.0,28.0,1.042371e-05,0.09680019
42.0,15.0,36.0,1.2465761e-05,0.09899728
42.0,23.0,10.0,9.615574e-06,0.10059212
42.0,31.0,33.0,1.06208845e-05,0.08327733
42.0,38.0,12.0,9.644186e-06,0.096029505
42.0,28.0,31.0,1.0518615e-05,0.10035132
42.0,16.0,21.0,1.0502168e-05,0.096467
42.0,7.0,36.0,9.857075e-06,0.07810567
42.0,12.0,31.0,1.1337045e-05,0.09620498
42.0,32.0,18.0,1.1445023e-05,0.096008345
42.0,27.0,28.0,1.1653335e-05,0.096839234
42.0,12.0,8.0,8.649523e-06,0.10562216
42.0,14.0,10.0,1.2995943e-05,0.09847747
42.0,21.0,29.0,1.144062e-05,0.0964831
42.0,36.0,33.0,1.1407625e-05,0.08013265
42.0,28.0,39.0,9.201235e-06,0.0800318
42.0,38.0,25.0,1.1002605e-05,0.099138424
43.0,38.0,30.0,1.2406408e-05,0.08206235
43.0,19.0,27.0,9.005626e-06,0.09746747
43.0,27.0,35.0,1.2649814e-05,0.09001504
43.0,39.0,10.0,1.2640222e-05,0.09554021
43.0,14.0,8.0,1.0382174e-05,0.1030101
43.0,8.0,41.0,1.0442107e-05,0.09681164
43.0,27.0,34.0,1.297099e-05,0.095697686
43.0,28.0,20.0,9.721557e-06,0.09559964
43.0,26.0,18.0,1.3666171e-05,0.09597449
43.0,29.0,33.0,1.1894331e-05,0.09396647
43.0,28.0,30.0,1.2824447e-05,0.09786354
43.0,30.0,40.0,1.1920623e-05,0.07973568
43.0,7.0,41.0,1.0241645e-05,0.088527486
43.0,39.0,39.0,1.1502639e-05,0.08078878
43.0,14.0,14.0,1.1447409e-05,0.09406899
43.0,21.0,42.0,9.376633e-06,0.081283435
43.0,30.0,32.0,1.0383887e-05,0.09588544
43.0,32.0,19.0,1.2032723e-05,0.09553157
43.0,30.0,8.0,1.0570036e-05,0.09604131
43.0,41.0,33.0,9.386456e-06,0.0799893
43.0,35.0,36.0,1.0572823e-05,0.07975404
43.0,14.0,9.0,1.2847349e-05,0.101921484
43.0,10.0,30.0,1.1915265e-05,0.0809394
43.0,42.0,16.0,1.06386115e-05,0.09571098
43.0,31.0,36.0,1.14431405e-05,0.080503926
43.0,33.0,36.0,1.3107639e-05,0.079937324
43.0,22.0,40.0,1.1701978e-05,0.08336572
43.0,41.0,35.0,1.0005132e-05,0.08034049
43.0,25.0,9.0,9.6640215e-06,0.099385306
43.0,20.0,21.0,1.3435624e-05,0.09899001
43.0,26.0,21.0,1.07348e-05,0.095744
43.0,39.0,37.0,1.0778941e-05,0.080217406
43.0,29.0,32.0,1.1527136e-05,0.09873967
43.0,7.0,20.0,1.0855716e-05,0.10585086
